1.00	0.00943159
2.00	0.00978322
3.00	0.01227813
4.00	0.01049272
5.00	0.00966911
6.00	0.00732172
7.00	0.00884297
8.00	0.00982422
9.00	0.01391796
10.00	0.01565627
11.00	0.01428308
12.00	0.00975110
13.00	0.01157107
14.00	0.00981147
15.00	0.00471636
16.00	0.00529369
17.00	0.00384330
18.00	0.00495406
19.00	0.00967935
20.00	0.01466080
21.00	0.01296765
22.00	0.01438199
23.00	0.00981861
24.00	0.00826581
25.00	0.00680169
26.00	0.01617447
27.00	0.01551677
28.00	0.01491201
29.00	0.01188662
30.00	0.01181537
31.00	0.00966091
32.00	0.01246010
33.00	0.01650070
34.00	0.01755025
35.00	0.01137052
36.00	0.01295938
37.00	0.01129494
38.00	0.01167476
39.00	0.01078712
40.00	0.01003262
41.00	0.01330645
42.00	0.01073640
43.00	0.01420495
44.00	0.01705828
45.00	0.00969906
46.00	0.01042760
47.00	0.01172977
48.00	0.01383409
49.00	0.01374029
50.00	0.00626738
51.00	0.00157814
52.00	0.01298765
53.00	0.01295987
54.00	0.00884649
55.00	0.00481709
56.00	0.00504087
57.00	0.00683151
58.00	0.00690567
59.00	0.00516975
60.00	0.00287025
61.00	0.00463746
62.00	0.00943159
63.00	0.00978322
64.00	0.01227813
65.00	0.01049272
66.00	0.00966911
67.00	0.00732172
68.00	0.00884297
69.00	0.00982422
70.00	0.01391796
71.00	0.01565627
72.00	0.01428308
73.00	0.00975110
74.00	0.01157107
75.00	0.00981147
76.00	0.00471636
77.00	0.00529369
78.00	0.00384330
79.00	0.00495406
80.00	0.00967935
81.00	0.01466080
82.00	0.01296765
83.00	0.01438199
84.00	0.00981861
85.00	0.00826581
86.00	0.00680169
87.00	0.01617447
88.00	0.01551677
89.00	0.01491201
90.00	0.01188662
91.00	0.01181537
92.00	0.00966091
93.00	0.01246010
94.00	0.01650070
95.00	0.01755025
96.00	0.01137052
97.00	0.01295938
98.00	0.01129494
99.00	0.01167476
100.00	0.01078712
101.00	0.01003262
102.00	0.01330645
103.00	0.01073640
104.00	0.01420495
105.00	0.01705828
106.00	0.00969906
107.00	0.01042760
108.00	0.01172977
109.00	0.01383409
110.00	0.01374029
111.00	0.00626738
112.00	0.00157814
113.00	0.01298765
114.00	0.01295987
115.00	0.00884649
116.00	0.00481709
117.00	0.00504087
118.00	0.00683151
119.00	0.00690567
120.00	0.00516975
121.00	0.00287025
122.00	0.00463746
123.00	0.00943159
124.00	0.00978322
125.00	0.01227813
126.00	0.01049272
127.00	0.00966911
128.00	0.00732172
129.00	0.00884297
130.00	0.00982422
131.00	0.01391796
132.00	0.01565627
133.00	0.01428308
134.00	0.00975110
135.00	0.01157107
136.00	0.00981147
137.00	0.00471636
138.00	0.00529369
139.00	0.00384330
140.00	0.00495406
141.00	0.00967935
142.00	0.01466080
143.00	0.01296765
144.00	0.01438199
145.00	0.00981861
146.00	0.00826581
147.00	0.00680169
148.00	0.01617447
149.00	0.01551677
150.00	0.01491201
151.00	0.01188662
152.00	0.01181537
153.00	0.00966091
154.00	0.01246010
155.00	0.01650070
156.00	0.01755025
157.00	0.01137052
158.00	0.01295938
159.00	0.01129494
160.00	0.01167476
161.00	0.01078712
162.00	0.01003262
163.00	0.01330645
164.00	0.01073640
165.00	0.01420495
166.00	0.01705828
167.00	0.00969906
168.00	0.01042760
169.00	0.01172977
170.00	0.01383409
171.00	0.01374029
172.00	0.00626738
173.00	0.00157814
174.00	0.01298765
175.00	0.01295987
176.00	0.00884649
177.00	0.00481709
178.00	0.00504087
179.00	0.00683151
180.00	0.00690567
